"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Lysosome (GO:0005764)","110/503",0.9076894796593,0.99998945479369,0,0,0.870919067657005,0.0843510736193225,"CLU;CRHBP;LAPTM4B;LAPTM4A;STS;NAGLU;LAMP2;ANKFY1;PIP4K2A;GYG1;ATP6V0E1;VPS33B;OMD;AP1B1;TSC2;ATP11A;TOM1L1;MYL1;TMEM79;NAAA;ATP6V0D1;ATP6V0D2;CFTR;SIDT2;CALCRL;SDC3;BCL10;CD1D;ADRB2;PSEN1;PLD1;DPP4;NEU3;ATP6V1H;RDH14;SLC38A9;ATP6V1C1;ATP6V1C2;LYN;HPS1;GLMP;RAB27A;LNPEP;CP;GNAO1;MFHAS1;DAB2;GNAQ;GNB4;CSPG5;SDC1;HLA-DRB3;TECPR1;LGMN;SLC35F6;PLEKHF1;CPQ;HEXB;CLTC;ECE1;VLDLR;RPTOR;FLCN;FYCO1;GNLY;AP1G1;CHMP1B;RB1CC1;CTSH;IDS;MFSD1;RNF152;SPG11;CD34;SLC36A1;PLA2G4E;ATP6AP2;VPS13A;TFEB;AP3B1;PLAAT3;TMEM150C;DCN;HCK;LMBRD1;NPC1;TMBIM1;TLR7;DAGLB;SLC29A3;OCA2;ASAH1;AHNAK;CXCR4;PRELP;GNAI1;NAPG;RPS6KC1;DRAM2;RFFL;GPC6;MARCHF3;SNCA;MEAK7;CTNS;IRGM;MTOR;RAB12;FMOD;CYB561"
"H4 Histone Acetyltransferase Complex (GO:1902562)","2/15",0.910203214565895,0.99998945479369,0,0,0.480095162569389,0.0451709016101189,"KAT8;KANSL1L"
"MHC Class II Protein Complex (GO:0042613)","2/15",0.910203214565895,0.99998945479369,0,0,0.480095162569389,0.0451709016101189,"GNAO1;HLA-DRB3"
"Ficolin-1-Rich Granule Lumen (GO:1904813)","24/123",0.912162688708522,0.99998945479369,0,0,0.755642589942507,0.069471450885546,"FCN1;KCMF1;GPI;ASAH1;SERPINA1;CANT1;CALML5;APAF1;KRT1;EEF1A1;CST3;PSMB7;CAND1;CRISPLD2;PPIE;CTSH;MAPK1;PLEKHO2;YPEL5;GYG1;ATG7;ACTR10;VCL;PAFAH1B2"
"Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116)","9/52",0.913159819730119,0.99998945479369,0,0,0.652800253542634,0.0593032243182135,"GRIA1;MCFD2;SERPINA1;ZDHHC9;GOSR2;GALNT1;PLPP3;CNIH3;CD55"
"Late Endosome (GO:0005770)","42/205",0.91325293891593,0.99998945479369,0,0,0.802737140160453,0.0728422908359422,"VAC14;STEAP3;PARM1;GOSR2;DYSF;CXCR4;HTT;VPS26B;ECPAS;MTM1;CRHBP;LAPTM4B;FYCO1;LAPTM4A;RAP1A;CHMP1B;LAMP2;VTI1A;MAPK1;SLC38A9;ATP7A;MBL2;MAP2K1;MAGI2;VPS33B;RAB27A;CTNS;MR1;SORL1;IGF2R;TMEM230;FIG4;ENTREP1;SNX16;SLC9A9;PIK3C3;ATP13A3;HLA-DRB3;OSBPL1A;SLC29A3;TPT1;LGMN"
"Vesicle Coat (GO:0030120)","6/37",0.914451053021382,0.99998945479369,0,0,0.603770319385459,0.0539959861772199,"COPG2;ENTHD1;DIPK2A;SEC24D;EPN1;EPN2"
"Endocytic Vesicle Lumen (GO:0071682)","3/21",0.914549346211607,0.99998945479369,0,0,0.52003849590981,0.0464518420771144,"HSPH1;GNLY;LTF"
"Gap Junction (GO:0005921)","3/21",0.914549346211607,0.99998945479369,0,0,0.52003849590981,0.0464518420771144,"GJC3;GJA3;DSC1"
"Lysosomal Lumen (GO:0043202)","16/86",0.915222348811548,0.99998945479369,0,0,0.712655086848635,0.0631328592022975,"ASAH1;HEXB;OMD;SDC3;PRELP;DCN;NAGLU;LAMP2;NAAA;IDS;CSPG5;SDC1;FMOD;GYG1;GPC6;LGMN"
"Amphisome Membrane (GO:1904930)","1/9",0.918024558638029,0.99998945479369,0,0,0.390125747268604,0.0333678984990673,"CHMP1B"
"Multimeric Ribonuclease P Complex (GO:0030681)","1/9",0.918024558638029,0.99998945479369,0,0,0.390125747268604,0.0333678984990673,"RPP30"
"Perisynaptic Extracellular Matrix (GO:0098966)","1/9",0.918024558638029,0.99998945479369,0,0,0.390125747268604,0.0333678984990673,"HAPLN2"
